"","V1","V2","NA"
"","CSNK2A1","STX4","STATE_CHANGE"
"","CSNK2A1","SYT1","STATE_CHANGE"
"","CSNK2A1","VAMP1","STATE_CHANGE"
"","CTNNA1","CTNNB1","IN_SAME_COMPONENT"
"","CTNNA1","CTNNA1","REACTS_WITH"
"","CTNNB1","IQGAP1","IN_SAME_COMPONENT"
"","CTNNB1","LEF1","IN_SAME_COMPONENT"
"","CTNNB1","PSEN1","IN_SAME_COMPONENT"
"","CTNNB1","TCF7","IN_SAME_COMPONENT"
"","CTNNB1","CTNNB1","REACTS_WITH"
"","CTTN","DNM1","IN_SAME_COMPONENT"
"","CTTN","SHANK1","IN_SAME_COMPONENT"
"","CTTN","CTTN","REACTS_WITH"
"","CYTH1","UNC13A","IN_SAME_COMPONENT"
"","CYTH1","CYTH1","REACTS_WITH"
"","CYTH2","CYTH2","REACTS_WITH"
"","DAPK1","DAPK1","REACTS_WITH"
"","DAPK1","STX3","STATE_CHANGE"
"","DBNL","DNM1","IN_SAME_COMPONENT"
"","DBNL","PCLO","IN_SAME_COMPONENT"
"","DBNL","DBNL","REACTS_WITH"
"","DFFA","DFFB","IN_SAME_COMPONENT"
"","DFFA","DFFA","REACTS_WITH"
"","DFFB","DFFB","REACTS_WITH"
"","DIABLO","XIAP","IN_SAME_COMPONENT"
"","DIABLO","DIABLO","REACTS_WITH"
"","DLG1","EPB41","IN_SAME_COMPONENT"
"","DLG1","GRIA1","IN_SAME_COMPONENT"
"","DLG1","GRIK1","IN_SAME_COMPONENT"
"","DLG1","GRIN2A","IN_SAME_COMPONENT"
"","DLG1","DLG1","REACTS_WITH"
"","DLG2","DLG4","IN_SAME_COMPONENT"
"","DLG2","ERBB2","IN_SAME_COMPONENT"
"","DLG2","GRIN2A","IN_SAME_COMPONENT"
"","DLG2","KCNJ2","IN_SAME_COMPONENT"
"","DLG2","NOS1","IN_SAME_COMPONENT"
"","DLG2","DLG2","REACTS_WITH"
"","DLG3","ERBB2","IN_SAME_COMPONENT"
"","DLG3","GRIN2A","IN_SAME_COMPONENT"
"","DLG3","DLG3","REACTS_WITH"
"","DLG4","DLGAP1","IN_SAME_COMPONENT"
"","DLG4","ERBB2","IN_SAME_COMPONENT"
"","DLG4","ERBB2IP","IN_SAME_COMPONENT"
"","DLG4","FYN","IN_SAME_COMPONENT"
"","DLG4","GRIK1","IN_SAME_COMPONENT"
"","DLG4","GRIN2A","IN_SAME_COMPONENT"
"","DLG4","KCNA2","IN_SAME_COMPONENT"
"","DLG4","KCND1","IN_SAME_COMPONENT"
"","DLG4","KCNJ2","IN_SAME_COMPONENT"
"","DLG4","KCNJ4","IN_SAME_COMPONENT"
"","DLG4","LYN","IN_SAME_COMPONENT"
"","DLG4","MAP1A","IN_SAME_COMPONENT"
"","DLG4","MAP3K10","IN_SAME_COMPONENT"
"","DLG4","NLGN1","IN_SAME_COMPONENT"
"","DLG4","NOS1","IN_SAME_COMPONENT"
"","DLG4","SIPA1","IN_SAME_COMPONENT"
"","DLG4","SRC","IN_SAME_COMPONENT"
"","DLG4","SYNGAP1","IN_SAME_COMPONENT"
"","DLG4","YES1","IN_SAME_COMPONENT"
"","DLG4","DLG4","REACTS_WITH"
"","DLGAP1","NOS1","IN_SAME_COMPONENT"
"","DLGAP1","SHANK1","IN_SAME_COMPONENT"
"","DLGAP1","DLGAP1","REACTS_WITH"
"","DLK1","MAPK8IP1","IN_SAME_COMPONENT"
"","DLK1","DLK1","REACTS_WITH"
"","DNAJA1","DNAJA1","REACTS_WITH"
"","DNAJC5","HSP90AA1","IN_SAME_COMPONENT"
"","DNAJC5","HSPA8","IN_SAME_COMPONENT"
"","DNAJC5","SGTA","IN_SAME_COMPONENT"
"","DNAJC5","STX1A","IN_SAME_COMPONENT"
"","DNAJC5","SYT1","IN_SAME_COMPONENT"
"","DNAJC5","DNAJC5","REACTS_WITH"
"","DNM1","GRM1","IN_SAME_COMPONENT"
"","DNM1","HOMER2","IN_SAME_COMPONENT"
"","DNM1","NCKIPSD","IN_SAME_COMPONENT"
"","DNM1","PACSIN1","IN_SAME_COMPONENT"
"","DNM1","PRKCA","IN_SAME_COMPONENT"
"","DNM1","SH3GL2","IN_SAME_COMPONENT"
"","DNM1","SNPH","IN_SAME_COMPONENT"
"","DNM1","SRC","IN_SAME_COMPONENT"
"","DNM1","TUBA1A","IN_SAME_COMPONENT"
"","DNM1","DNM1","REACTS_WITH"
"","DOC2A","UNC13B","IN_SAME_COMPONENT"
"","DOC2A","DOC2A","REACTS_WITH"
"","DOK1","NCK1","IN_SAME_COMPONENT"
"","DOK1","RASGRP3","IN_SAME_COMPONENT"
"","DOK1","DOK1","REACTS_WITH"
"","DPYSL2","TUBA1A","IN_SAME_COMPONENT"
"","DPYSL2","DPYSL2","REACTS_WITH"
"","DRD1","GNAI3","IN_SAME_COMPONENT"
"","DRD1","GNAS","IN_SAME_COMPONENT"
"","DRD1","DRD1","REACTS_WITH"
"","DRD2","GNAI3","IN_SAME_COMPONENT"
"","DRD2","GNAO1","IN_SAME_COMPONENT"
"","DRD2","GNAZ","IN_SAME_COMPONENT"
"","DRD2","DRD2","REACTS_WITH"
"","DRD3","GNAI3","IN_SAME_COMPONENT"
"","DRD3","GNAO1","IN_SAME_COMPONENT"
"","DRD3","DRD3","REACTS_WITH"
"","DUSP10","MAPK14","STATE_CHANGE"
"","DUSP10","MAPK8","STATE_CHANGE"
"","DUSP1","MAPK1","STATE_CHANGE"
"","DUSP1","MAPK14","STATE_CHANGE"
"","DUSP1","MAPK8","STATE_CHANGE"
"","DVL1","F2R","IN_SAME_COMPONENT"
"","DVL1","DVL1","REACTS_WITH"
"","DYNLL1","TUBA1A","IN_SAME_COMPONENT"
"","DYNLL1","DYNLL1","REACTS_WITH"
"","DYRK1A","EIF2S1","STATE_CHANGE"
"","DYRK1A","MAPT","STATE_CHANGE"
"","EEF1A2","EEF1A2","REACTS_WITH"
"","EEF2K","EEF2K","REACTS_WITH"
"","EEF2K","EEF2","STATE_CHANGE"
"","EFNB2","EFNB2","REACTS_WITH"
"","EFNB2","DOK1","STATE_CHANGE"
"","EFNB2","RASGRP3","STATE_CHANGE"
"","EGFR","SHC1","IN_SAME_COMPONENT"
"","EGFR","WASF1","IN_SAME_COMPONENT"
"","EGFR","EGFR","REACTS_WITH"
"","EGFR","PLCG1","STATE_CHANGE"
"","EIF2AK3","EIF2S1","STATE_CHANGE"
"","EIF2S1","EIF5","IN_SAME_COMPONENT"
"","EIF2S1","EIF2S1","REACTS_WITH"
"","EIF3J","EIF4G2","IN_SAME_COMPONENT"
"","EIF3J","EIF3J","REACTS_WITH"
"","EIF4B","EIF4B","REACTS_WITH"
"","EIF4EBP1","EIF4E","IN_SAME_COMPONENT"
"","EIF4EBP1","EIF4EBP1","REACTS_WITH"
"","EIF4EBP3","EIF4E","IN_SAME_COMPONENT"
"","EIF4EBP3","EIF4EBP3","REACTS_WITH"
"","EIF4E","EIF4G2","IN_SAME_COMPONENT"
"","EIF4E","EIF4E","REACTS_WITH"
"","EIF4G2","PABPC1","IN_SAME_COMPONENT"
"","EIF4G2","EIF4G2","REACTS_WITH"
"","EIF5","EIF5","REACTS_WITH"
"","ELK1","TCF7","IN_SAME_COMPONENT"
"","ELK1","ELK1","REACTS_WITH"
"","EPB41","GRIA1","IN_SAME_COMPONENT"
"","EPB41","SPTBN2","IN_SAME_COMPONENT"
"","EPB41","EPB41","REACTS_WITH"
"","EPN1","EPN1","REACTS_WITH"
"","EPN2","EPN2","REACTS_WITH"
"","ERBB2","ERBB2IP","IN_SAME_COMPONENT"
"","ERBB2","GDF15","IN_SAME_COMPONENT"
"","ERBB2","PIK3CA","IN_SAME_COMPONENT"
"","ERBB2","SHC1","IN_SAME_COMPONENT"
"","ERBB2","SNTA1","IN_SAME_COMPONENT"
"","ERBB2IP","ERBB2IP","REACTS_WITH"
"","ERBB2","ERBB2","REACTS_WITH"
"","ERC2","PCLO","IN_SAME_COMPONENT"
"","ERC2","RIMS1","IN_SAME_COMPONENT"
"","ERC2","SDCBP","IN_SAME_COMPONENT"
"","ERC2","ERC2","REACTS_WITH"
"","EZR","L1CAM","IN_SAME_COMPONENT"
"","EZR","EZR","REACTS_WITH"
"","F2RL1","GNAQ","IN_SAME_COMPONENT"
"","F2RL1","PRSS1","IN_SAME_COMPONENT"
"","F2RL1","F2RL1","REACTS_WITH"
"","F2R","F2R","REACTS_WITH"
"","FADD","FAS","IN_SAME_COMPONENT"
"","FADD","FADD","REACTS_WITH"
"","FAS","FASLG","IN_SAME_COMPONENT"
"","FASLG","FASLG","REACTS_WITH"
"","FAS","FAS","REACTS_WITH"
"","FER","CTNNB1","STATE_CHANGE"
"","FGA","ITGB1","IN_SAME_COMPONENT"
"","FGA","FGA","REACTS_WITH"
"","FKBP1A","ITPR1","IN_SAME_COMPONENT"
"","FKBP1A","PPP3R1","IN_SAME_COMPONENT"
"","FKBP1A","RYR1","IN_SAME_COMPONENT"
"","FKBP1A","FKBP1A","REACTS_WITH"
"","FN1","ITGB1","IN_SAME_COMPONENT"
"","FN1","FN1","REACTS_WITH"
"","FOXO1","YWHAH","IN_SAME_COMPONENT"
"","FOXO1","FOXO1","REACTS_WITH"
"","FRAT2","GSK3A","IN_SAME_COMPONENT"
"","FRAT2","FRAT2","REACTS_WITH"
"","FYN","NTRK2","IN_SAME_COMPONENT"
"","FYN","PTK2","IN_SAME_COMPONENT"
"","FYN","FYN","REACTS_WITH"
"","FYN","CACNA1C","STATE_CHANGE"
"","FYN","CTNNB1","STATE_CHANGE"
"","FYN","DLG2","STATE_CHANGE"
"","FYN","GRIA1","STATE_CHANGE"
"","FYN","GRIN2A","STATE_CHANGE"
"","FYN","KHDRBS2","STATE_CHANGE"
"","FYN","PLCG1","STATE_CHANGE"
"","FYN","TUBA1A","STATE_CHANGE"
"","FZD1","MACROD1","IN_SAME_COMPONENT"
"","FZD1","WNT6","IN_SAME_COMPONENT"
"","FZD1","FZD1","REACTS_WITH"
"","GAB1","PIK3CA","IN_SAME_COMPONENT"
"","GAB1","PXN","IN_SAME_COMPONENT"
"","GAB1","GAB1","REACTS_WITH"
"","GABARAPL3","GABRA1","IN_SAME_COMPONENT"
"","GABARAPL3","GPHN","IN_SAME_COMPONENT"
"","GABARAPL3","TUBA1A","IN_SAME_COMPONENT"
"","GABARAPL3","GABARAPL3","REACTS_WITH"
"","GABBR1","GNAO1","IN_SAME_COMPONENT"
"","GABBR1","GABBR1","REACTS_WITH"
"","GABRA1","GABRA1","REACTS_WITH"
"","GAK","HSPA8","IN_SAME_COMPONENT"
"","GAK","GAK","REACTS_WITH"
"","GCC1","GRIA1","IN_SAME_COMPONENT"
"","GCC1","GRIK1","IN_SAME_COMPONENT"
"","GCC1","GRM7","IN_SAME_COMPONENT"
"","GCC1","GCC1","REACTS_WITH"
"","GDF15","GDF15","REACTS_WITH"
"","GDI1","HSP90AA1","IN_SAME_COMPONENT"
"","GDI1","RAB3A","IN_SAME_COMPONENT"
"","GDI1","RABAC1","IN_SAME_COMPONENT"
"","GDI1","GDI1","REACTS_WITH"
"","GDNF","GDNF","REACTS_WITH"
"","GIT1","PCLO","IN_SAME_COMPONENT"
"","GIT1","PTK2","IN_SAME_COMPONENT"
"","GIT1","GIT1","REACTS_WITH"
"","GIT2","PCLO","IN_SAME_COMPONENT"
"","GIT2","GIT2","REACTS_WITH"
"","GLRA1","GPHN","IN_SAME_COMPONENT"
"","GLRA1","GLRA1","REACTS_WITH"
"","GNA11","GRM1","IN_SAME_COMPONENT"
"","GNA11","PLCB1","IN_SAME_COMPONENT"
"","GNA11","GNA11","REACTS_WITH"
"","GNA12","GNA12","REACTS_WITH"
"","GNA13","PTK2B","IN_SAME_COMPONENT"
"","GNA13","RDX","IN_SAME_COMPONENT"
"","GNA13","GNA13","REACTS_WITH"
"","GNAI3","GRM7","IN_SAME_COMPONENT"
"","GNAI3","HTR1A","IN_SAME_COMPONENT"
"","GNAI3","OPRD1","IN_SAME_COMPONENT"
"","GNAI3","OPRK1","IN_SAME_COMPONENT"
"","GNAI3","OPRL1","IN_SAME_COMPONENT"
"","GNAI3","OPRM1","IN_SAME_COMPONENT"
"","GNAI3","PTAFR","IN_SAME_COMPONENT"
"","GNAI3","SSTR1","IN_SAME_COMPONENT"
"","GNAI3","SSTR2","IN_SAME_COMPONENT"
"","GNAI3","GNAI3","REACTS_WITH"
"","GNAO1","GRM7","IN_SAME_COMPONENT"
"","GNAO1","OPRD1","IN_SAME_COMPONENT"
"","GNAO1","OPRK1","IN_SAME_COMPONENT"
"","GNAO1","OPRL1","IN_SAME_COMPONENT"
"","GNAO1","OPRM1","IN_SAME_COMPONENT"
"","GNAO1","PTAFR","IN_SAME_COMPONENT"
"","GNAO1","SSTR1","IN_SAME_COMPONENT"
"","GNAO1","SSTR2","IN_SAME_COMPONENT"
"","GNAO1","GNAO1","REACTS_WITH"
"","GNAQ","GRM1","IN_SAME_COMPONENT"
"","GNAQ","HTR2A","IN_SAME_COMPONENT"
"","GNAQ","PLCB1","IN_SAME_COMPONENT"
"","GNAQ","PTAFR","IN_SAME_COMPONENT"
"","GNAQ","GNAQ","REACTS_WITH"
"","GNAS","HTR1A","IN_SAME_COMPONENT"
"","GNAS","HTR4","IN_SAME_COMPONENT"
"","GNAS","GNAS","REACTS_WITH"
"","GNAZ","HTR1A","IN_SAME_COMPONENT"
"","GNAZ","SYN1","IN_SAME_COMPONENT"
"","GNAZ","GNAZ","REACTS_WITH"
"","GPHN","TUBA1A","IN_SAME_COMPONENT"
"","GPHN","GPHN","REACTS_WITH"
"","GRB10","IGF1R","IN_SAME_COMPONENT"
"","GRB10","INSR","IN_SAME_COMPONENT"
"","GRB10","PIK3CA","IN_SAME_COMPONENT"
"","GRB10","GRB10","REACTS_WITH"
"","GRIA1","HOMER2","IN_SAME_COMPONENT"
"","GRIA1","PICK1","IN_SAME_COMPONENT"
"","GRIA1","SDCBP","IN_SAME_COMPONENT"
"","GRIA1","GRIA1","REACTS_WITH"
"","GRIK1","PICK1","IN_SAME_COMPONENT"
"","GRIK1","SDCBP","IN_SAME_COMPONENT"
"","GRIK1","GRIK1","REACTS_WITH"
"","GRIN2A","NCAPH","IN_SAME_COMPONENT"
"","GRIN2A","PLCG1","IN_SAME_COMPONENT"
"","GRIN2A","RASGRF1","IN_SAME_COMPONENT"
"","GRIN2A","SPTBN2","IN_SAME_COMPONENT"
"","GRIN2A","TUBA1A","IN_SAME_COMPONENT"
"","GRIN2A","GRIN2A","REACTS_WITH"
"","GRM1","HOMER2","IN_SAME_COMPONENT"
"","GRM1","GRM1","REACTS_WITH"
"","GRM7","PICK1","IN_SAME_COMPONENT"
"","GRM7","SDCBP","IN_SAME_COMPONENT"
"","GRM7","GRM7","REACTS_WITH"
"","GSK3A","GSK3A","REACTS_WITH"
"","GSK3A","ANAPC1","STATE_CHANGE"
"","GSK3A","CREB1","STATE_CHANGE"
"","GSK3A","CTNNB1","STATE_CHANGE"
"","GSK3A","JUN","STATE_CHANGE"
"","GSK3A","MAPT","STATE_CHANGE"
"","GSK3A","MITF","STATE_CHANGE"
"","GSK3A","NFATC1","STATE_CHANGE"
"","GSK3A","PSEN1","STATE_CHANGE"
"","GSK3A","SERPINB2","STATE_CHANGE"
"","GSN","GSN","REACTS_WITH"
"","GTF2B","GTF2B","REACTS_WITH"
"","GUCY1B3","GUCY1B3","REACTS_WITH"
"","GZMB","IP6K2","IN_SAME_COMPONENT"
"","GZMB","GZMB","REACTS_WITH"
"","GZMB","RAB3A","STATE_CHANGE"
"","HCK","PLCG1","STATE_CHANGE"
"","HOMER2","ITPR1","IN_SAME_COMPONENT"
"","HOMER2","RYR1","IN_SAME_COMPONENT"
"","HOMER2","SHANK1","IN_SAME_COMPONENT"
"","HOMER2","HOMER2","REACTS_WITH"
"","HSP90AA1","HSPA8","IN_SAME_COMPONENT"
"","HSP90AA1","HSP90AA1","REACTS_WITH"
"","HSP90B1","HSP90B1","REACTS_WITH"
"","HSPA5","SEC63","IN_SAME_COMPONENT"
"","HSPA5","HSPA5","REACTS_WITH"
"","HSPA8","SGTA","IN_SAME_COMPONENT"
"","HSPA8","HSPA8","REACTS_WITH"
"","HTR1A","HTR1A","REACTS_WITH"
"","HTR2A","HTR2A","REACTS_WITH"
"","HTR2C","HTR2C","REACTS_WITH"
"","HTR4","HTR4","REACTS_WITH"
"","IGF1","IGF1R","IN_SAME_COMPONENT"
"","IGF1","IGF1","REACTS_WITH"
"","IGF1R","IRS1","IN_SAME_COMPONENT"
"","IGF1R","SHC1","IN_SAME_COMPONENT"
"","IGF1R","IGF1R","REACTS_WITH"
"","IGF1R","VAV2","STATE_CHANGE"
"","ILK","ITGB1","IN_SAME_COMPONENT"
"","ILK","ILK","REACTS_WITH"
"","ILK","AKT1","STATE_CHANGE"
"","ILK","GSK3A","STATE_CHANGE"
"","ILK","PPP1R14A","STATE_CHANGE"
"","INSR","INSR","REACTS_WITH"
"","INSR","IRS1","STATE_CHANGE"
"","INSR","IRS2","STATE_CHANGE"
"","IP6K2","IP6K2","REACTS_WITH"
"","IQGAP1","RAC1","IN_SAME_COMPONENT"
"","IQGAP1","IQGAP1","REACTS_WITH"
"","IQGAP1","NRAS","STATE_CHANGE"
"","IRS1","NCK1","IN_SAME_COMPONENT"
"","IRS1","NTRK2","IN_SAME_COMPONENT"
"","IRS1","PIK3CA","IN_SAME_COMPONENT"
"","IRS1","PTK2","IN_SAME_COMPONENT"
"","IRS1","RBP1","IN_SAME_COMPONENT"
"","IRS1","YWHAH","IN_SAME_COMPONENT"
"","IRS1","IRS1","REACTS_WITH"
"","IRS2","PIK3CA","IN_SAME_COMPONENT"
"","IRS2","IRS2","REACTS_WITH"
"","ITGB1","PTK2B","IN_SAME_COMPONENT"
"","ITGB1","RELN","IN_SAME_COMPONENT"
"","ITGB1","TLN1","IN_SAME_COMPONENT"
"","ITGB1","VTN","IN_SAME_COMPONENT"
"","ITGB1","ITGB1","REACTS_WITH"
"","ITPR1","ITPR1","REACTS_WITH"
"","JAK2","STAT1","STATE_CHANGE"
"","JUN","PIN1","IN_SAME_COMPONENT"
"","JUN","JUN","REACTS_WITH"
"","KAT2B","KAT2B","REACTS_WITH"
"","KCNA1","STX1A","IN_SAME_COMPONENT"
"","KCNA1","STX3","IN_SAME_COMPONENT"
"","KCNA1","KCNA1","REACTS_WITH"
"","KCNA2","KCNA2","REACTS_WITH"
"","KCNAB1","STX1A","IN_SAME_COMPONENT"
"","KCNAB1","KCNAB1","REACTS_WITH"
"","KCND1","KCNIP3","IN_SAME_COMPONENT"
"","KCND1","KCND1","REACTS_WITH"
"","KCND2","KCNIP3","IN_SAME_COMPONENT"
"","KCND2","KCND2","REACTS_WITH"
"","KCNIP3","KCNIP3","REACTS_WITH"
"","KCNJ10","KCNJ10","REACTS_WITH"
"","KCNJ12","LIN7A","IN_SAME_COMPONENT"
"","KCNJ12","LIN7C","IN_SAME_COMPONENT"
"","KCNJ12","KCNJ12","REACTS_WITH"
"","KCNJ2","KCNJ2","REACTS_WITH"
"","KCNJ3","KCNJ3","REACTS_WITH"
"","KCNJ4","KCNJ4","REACTS_WITH"
"","KHDRBS2","PLCG1","IN_SAME_COMPONENT"
"","KHDRBS2","RASGRP3","IN_SAME_COMPONENT"
"","KHDRBS2","KHDRBS2","REACTS_WITH"
"","KIF5B","PPFIA1","IN_SAME_COMPONENT"
"","KIF5B","SYBU","IN_SAME_COMPONENT"
"","KIF5B","KIF5B","REACTS_WITH"
"","KLC1","MAPK8IP1","IN_SAME_COMPONENT"
"","KLC1","KLC1","REACTS_WITH"
"","L1CAM","SNAP91","IN_SAME_COMPONENT"
"","L1CAM","L1CAM","REACTS_WITH"
"","LAMTOR3","MAP4K1","IN_SAME_COMPONENT"
"","LAMTOR3","MAPK1","IN_SAME_COMPONENT"
"","LAMTOR3","LAMTOR3","REACTS_WITH"
"","LCK","SOS1","IN_SAME_COMPONENT"
"","LCK","LCK","REACTS_WITH"
"","LCK","PLCG1","STATE_CHANGE"
"","LCK","RAF1","STATE_CHANGE"
"","LCK","VAV2","STATE_CHANGE"
"","LEF1","MITF","IN_SAME_COMPONENT"
"","LEF1","TCF7","IN_SAME_COMPONENT"
"","LEF1","LEF1","REACTS_WITH"
"","LIMK1","CFL1","STATE_CHANGE"
"","LIN7A","LIN7A","REACTS_WITH"
"","LIN7B","LIN7B","REACTS_WITH"
"","LIN7C","LIN7C","REACTS_WITH"
"","LYN","SYK","IN_SAME_COMPONENT"
"","LYN","LYN","REACTS_WITH"
"","LYN","PLCG1","STATE_CHANGE"
"","LYN","TUBA1A","STATE_CHANGE"
"","MACROD1","WNT6","IN_SAME_COMPONENT"
"","MACROD1","MACROD1","REACTS_WITH"
"","MAP1A","TUBA1A","IN_SAME_COMPONENT"
"","MAP1A","MAP1A","REACTS_WITH"
"","MAP1B","TUBA1A","IN_SAME_COMPONENT"
"","MAP1B","MAP1B","REACTS_WITH"
"","MAP2","TUBA1A","IN_SAME_COMPONENT"
"","MAP2K4","MAPK8IP1","IN_SAME_COMPONENT"
"","MAP2K4","MAP2K4","REACTS_WITH"
"","MAP2K7","MAPK8IP1","IN_SAME_COMPONENT"
"","MAP2K7","MAP2K7","REACTS_WITH"
"","MAP2K7","MAPK8","STATE_CHANGE"
"","MAP2","MAP2","REACTS_WITH"
"","MAP3K10","MAPK8IP1","IN_SAME_COMPONENT"
"","MAP3K10","RAC1","IN_SAME_COMPONENT"
"","MAP3K10","MAP3K10","REACTS_WITH"
"","MAP3K10","MAP2K4","STATE_CHANGE"
"","MAP3K14","MAP3K1","IN_SAME_COMPONENT"
"","MAP3K14","NCK1","IN_SAME_COMPONENT"
"","MAP3K14","WASF1","IN_SAME_COMPONENT"
"","MAP3K14","MAP3K14","REACTS_WITH"
"","MAP3K1","MAPK8","IN_SAME_COMPONENT"
"","MAP3K1","MAP3K1","REACTS_WITH"
"","MAP3K1","EPHA4","STATE_CHANGE"
"","MAP3K2","PROK2","IN_SAME_COMPONENT"
"","MAP3K2","MAP3K2","REACTS_WITH"
"","MAP3K2","MAP2K4","STATE_CHANGE"
"","MAP3K2","MAPK1","STATE_CHANGE"
"","MAP3K3","MAP4K3","STATE_CHANGE"
"","MAP3K4","MAP3K4","REACTS_WITH"
"","MAP3K4","MAP4K3","STATE_CHANGE"
"","MAP3K4","MINK1","STATE_CHANGE"
"","MAP4K1","MAP4K1","REACTS_WITH"
"","MAP4K1","MAPK1","STATE_CHANGE"
"","MAP4K3","MAPK14","STATE_CHANGE"
"","MAPK14","MAPK8IP1","IN_SAME_COMPONENT"
"","MAPK14","MAPK14","REACTS_WITH"
"","MAPK14","ATF2","STATE_CHANGE"
"","MAPK14","CARD14","STATE_CHANGE"
"","MAPK14","ELK1","STATE_CHANGE"
"","MAPK14","JUN","STATE_CHANGE"
"","MAPK14","MAPKAPK2","STATE_CHANGE"
"","MAPK14","MEF2B","STATE_CHANGE"
"","MAPK14","NFATC1","STATE_CHANGE"
"","MAPK14","PLAA","STATE_CHANGE"
"","MAPK14","RPS6KA5","STATE_CHANGE"
"","MAPK14","STAT1","STATE_CHANGE"
"","MAPK1","MAPK1","REACTS_WITH"
"","MAPK1","CARD14","STATE_CHANGE"
"","MAPK1","CREBBP","STATE_CHANGE"
"","MAPK1","DNM1","STATE_CHANGE"
"","MAPK1","ELK1","STATE_CHANGE"
"","MAPK1","KCND2","STATE_CHANGE"
"","MAPK1","KHDRBS2","STATE_CHANGE"
"","MAPK1","MAPKAPK2","STATE_CHANGE"
"","MAPK1","MAPT","STATE_CHANGE"
"","MAPK1","MARCKS","STATE_CHANGE"
"","MAPK1","MEF2B","STATE_CHANGE"
"","MAPK1","NEFH","STATE_CHANGE"
"","MAPK1","NEFM","STATE_CHANGE"
"","MAPK1","PLAA","STATE_CHANGE"
"","MAPK1","RPS6KA1","STATE_CHANGE"
"","MAPK1","RPS6KA5","STATE_CHANGE"
"","MAPK1","SYN1","STATE_CHANGE"
"","MAPK8","MAPK8IP1","IN_SAME_COMPONENT"
"","MAPK8IP1","RASGRF1","IN_SAME_COMPONENT"
"","MAPK8IP1","TIAM1","IN_SAME_COMPONENT"
"","MAPK8IP1","MAPK8IP1","REACTS_WITH"
"","MAPK8","MAPK8","REACTS_WITH"
"","MAPK8","ATF2","STATE_CHANGE"
"","MAPK8","BCL2L11","STATE_CHANGE"
"","MAPK8","ELK1","STATE_CHANGE"
"","MAPK8","JUN","STATE_CHANGE"
"","MAPT","PSEN1","IN_SAME_COMPONENT"
"","MAPT","TUBA1A","IN_SAME_COMPONENT"
"","MAPT","MAPT","REACTS_WITH"
"","MARCKS","MARCKS","REACTS_WITH"
"","MDM2","TP53BP1","STATE_CHANGE"
"","MINK1","MAPK14","STATE_CHANGE"
"","MITF","MITF","REACTS_WITH"
"","MTOR","EIF4EBP1","STATE_CHANGE"
"","MTOR","RPS6KB1","STATE_CHANGE"
"","MYLK","MYLK","REACTS_WITH"
"","MYLK","MYO18A","STATE_CHANGE"
"","MYRIP","MYRIP","REACTS_WITH"
"","NAIP","NAIP","REACTS_WITH"
"","NAPA","NSF","IN_SAME_COMPONENT"
"","NAPA","STX1A","IN_SAME_COMPONENT"
"","NAPA","NAPA","REACTS_WITH"
"","NAPB","NSF","IN_SAME_COMPONENT"
"","NAPB","STX1A","IN_SAME_COMPONENT"
"","NAPB","NAPB","REACTS_WITH"
"","NAPG","NSF","IN_SAME_COMPONENT"
"","NAPG","NAPG","REACTS_WITH"
"","NCAPH","NCAPH","REACTS_WITH"
"","NCK1","PAK1","IN_SAME_COMPONENT"
"","NCK1","NCK1","REACTS_WITH"
"","NCK1","ABL1","STATE_CHANGE"
"","NCKIPSD","NCKIPSD","REACTS_WITH"
"","NF1","NRAS","IN_SAME_COMPONENT"
"","NF1","NF1","REACTS_WITH"
"","NF2","SDCBP","IN_SAME_COMPONENT"
"","NF2","NF2","REACTS_WITH"
"","NFASC","NFASC","REACTS_WITH"
"","NFATC1","YWHAH","IN_SAME_COMPONENT"
"","NFATC1","NFATC1","REACTS_WITH"
"","NFKB1","NFKBIA","IN_SAME_COMPONENT"
"","NFKB1","NFKBIB","IN_SAME_COMPONENT"
"","NFKB1","NFKB1","REACTS_WITH"
"","NFKBIA","NFKBIA","REACTS_WITH"
"","NFKBIB","NFKBIB","REACTS_WITH"
"","NGF","NGF","REACTS_WITH"
"","NLGN1","NLGN1","REACTS_WITH"
"","NOS1","NOS1","REACTS_WITH"
"","NRAS","PIK3CA","IN_SAME_COMPONENT"
"","NRAS","RAF1","IN_SAME_COMPONENT"
"","NRAS","RALGDS","IN_SAME_COMPONENT"
"","NRAS","RAP2A","IN_SAME_COMPONENT"
"","NRAS","RIN1","IN_SAME_COMPONENT"
"","NRAS","NRAS","REACTS_WITH"
"","NRCAM","NRCAM","REACTS_WITH"
"","NRXN1","NRXN1","REACTS_WITH"
"","NRXN2","NRXN2","REACTS_WITH"
"","NRXN3","NRXN3","REACTS_WITH"
"","NSF","NSF","REACTS_WITH"
"","NTRK2","SHC1","IN_SAME_COMPONENT"
"","NTRK2","NTRK2","REACTS_WITH"
"","NTRK2","IRS2","STATE_CHANGE"
"","OPRD1","PENK","IN_SAME_COMPONENT"
"","OPRD1","OPRD1","REACTS_WITH"
"","OPRK1","PENK","IN_SAME_COMPONENT"
"","OPRK1","OPRK1","REACTS_WITH"
"","OPRL1","PENK","IN_SAME_COMPONENT"
"","OPRL1","OPRL1","REACTS_WITH"
"","OPRM1","PENK","IN_SAME_COMPONENT"
"","OPRM1","OPRM1","REACTS_WITH"
"","PABPC1","PABPC1","REACTS_WITH"
"","PACSIN1","SYN1","IN_SAME_COMPONENT"
